EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
471431135,CASA OF NORTH ALABAMA,,255 GRANT ST SE STE 301,DECATUR,AL,35601-2505,0,3,3,1000,201502,1,15,0,1,1,202212,4,4,1,0,12,286981,396498,396498,P20,
471431265,SAWAN FOUNDATION,% GURMEJ SANDHU,PO BOX 2087,HUNTSVILLE,AL,35804-2087,0,3,3,2000,201410,1,4,0,1,1,202212,5,1,0,1,12,637519,332,,A23,
471436506,ST JOAN OF ARC PARISH MOBILE,,1260 ELMIRA ST,MOBILE,AL,36604-2330,928,3,9,1700,194603,0,10,31150120,5,1,,0,0,6,0,12,,,,,
471437049,PICKENS COUNTY TRAINING SCHOOL ALUMNI CHAPTER INC,% AMY BOISCLAIR,3710 24TH CT E,TUSCALOOSA,AL,35405-3337,0,3,3,1200,201408,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,B84,
471448363,FRATERNAL ORDER OF POLICE,% LT DANIEL PHIPPS,600 STANLEY MERRILL DR,OXFORD,AL,36203-2259,1199,8,9,1000,195210,1,0,0,5,1,202112,0,0,2,0,12,0,0,0,,80 OXFORD LODGE
471448997,ST JOSEPH PARISH MAYSVILLE,,400 GOVERNMENT ST,MOBILE,AL,36602-2332,928,3,9,1700,194603,0,10,31150120,5,1,,0,0,6,0,12,,,,,
471450279,GULF COAST TOTALCARE,% BECKY S TATE,2451 FILLINGIM ST NUM 614,MOBILE,AL,36617-2238,0,3,3,1000,201705,1,16,0,1,1,,0,0,14,0,9,,,,E80,
471452582,EXTENDED HANDS ALLIANCE LLC,,984 EDWARDS LAKE RD,BIRMINGHAM,AL,35235-1451,0,3,3,1000,201605,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,L41,
471453703,REVAMP COMMUNITY DEVELOPMENT CORPORATION,% NATASHA WASHINGTON,74 MIDTOWN PARK W STE 108,MOBILE,AL,36606-4100,0,3,3,1000,201408,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,S02,
471460181,ST THOMAS AQUINAS PARISH CITRONELLE,% MICHELE MANRY,PO BOX 61,CITRONELLE,AL,36522-0061,928,3,9,1700,194603,0,10,31150120,5,1,,0,0,6,0,12,,,,,
471467705,LEAN INTO JESUS MINISTRIES INC,% CHARLENE B MILLER,8011 AL HIGHWAY 79 S,GUNTERSVILLE,AL,35976-5123,0,3,3,7000,201409,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,X20,
471472713,OUR MOTHER OF MERCY PARISH MOBILE,,400 GOVERNMENT ST,MOBILE,AL,36602-2332,928,3,9,1700,194603,0,10,31150120,5,1,,0,0,6,0,12,,,,,
471483079,SOLDIERS ELITE,% KEVIN TAYLOR,PO BOX 584,MADISON,AL,35758-0584,0,3,3,1000,201409,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,N62,
471483633,SPARK THEATER COMPANY INC,% JESSICA RUSH,1330-5 HARTFORD HWY,DOTHAN,AL,36301-0000,0,3,3,1200,201409,1,16,0,1,1,202212,2,4,1,0,12,17430,110643,110643,A65,
471486861,ST FRANCIS XAVIER PARISH MOBILE,,2034 SAINT STEPHENS RD,MOBILE,AL,36617-3742,928,3,9,1700,194603,0,10,31150120,5,1,,0,0,6,0,12,,,,,
471492589,COMMUNITY CARE SOLUTIONS,% DANA EIDSON,1075 S BRANNON STAND RD,DOTHAN,AL,36305-7359,0,3,3,1200,201410,1,16,0,1,1,202209,4,5,1,0,9,332991,955202,955202,E21,
471492694,EASTERN SHORE EXCHANGE CLUB CHARITABLE FOUNDATION,% TODD DENSION,101 DAUPHIN ST,MOBILE,AL,36602-3209,0,3,3,1270,201408,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,P12,
471493237,ST THERESA PARISH WEST MOUNT VERNON,% MICHELE MANRY,1875 HIGHWAY 96,MOUNT VERNON,AL,36560-0000,928,3,9,1700,194603,0,10,31150120,5,1,,0,0,6,0,12,,,,,
471495803,VALKYRIE INITIATIVE,,6521 VEDA CIR,BESSEMER,AL,35022-6982,0,3,3,1000,201906,1,15,0,1,1,202304,0,0,2,0,4,0,0,0,Z99,
471501287,JOY OF LIFE ON THE GULF COAST INC,% WEBB JACKSON,11898 HALCYON LOOP,DAPHNE,AL,36526-8467,0,3,3,1000,201409,1,16,0,1,1,202209,3,3,1,0,9,58868,95760,46741,T50,
471507128,ST JOSEPH PARISH MOBILE,% MICHELE MANRY,400 GOVERNMENT ST,MOBILE,AL,36602-2332,928,3,9,1700,194603,0,10,31150120,5,1,,0,0,6,0,12,,,,,
471507348,BETHESDA COMMUNITY CARES INC,% BRENDA RIGSBY,86 TULIP ST,MONROEVILLE,AL,36460-2836,0,3,3,1000,201408,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,S01,
471507781,FLINT HILL MASONIC CHARITABLE FUND,% JOHN LUCIAN HERNDON,PO BOX 385,MC CALLA,AL,35111-0385,0,3,3,1000,201409,1,15,0,1,1,202006,0,0,2,0,6,0,0,0,T50,
471512237,SOUTH HUNTSVILLE TIGERS,,2510 CLIFTON DR SE,HUNTSVILLE,AL,35803-2982,0,3,3,1200,201503,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,N60,
471522548,FRIENDS OF THE DELTA,% CAROL HUNTER,261 DAUPHIN ST,MOBILE,AL,36602-2719,0,3,3,2000,201410,1,16,0,1,1,202206,0,0,2,0,6,0,0,0,C30,
471524664,ST VINCENT DE PAUL PARISH MOBILE,,6625 THREE NOTCH RD,MOBILE,AL,36619-1691,928,3,9,1700,194603,0,10,31150120,5,1,,0,0,6,0,12,,,,,
471529517,HOLY NAME OF JESUS PARISH SEMMES,,2275 SNOW RD N,SEMMES,AL,36575-7147,928,3,9,1700,194603,0,10,31150120,5,1,,0,0,6,0,12,,,,,
471540447,NICKS KIDS FOUNDATION INC,% TERRY L SABAN,1530 CROWN POINTE BLVD,TUSCALOOSA,AL,35406-0000,0,3,3,1200,201503,1,15,0,1,1,202212,6,6,1,0,12,2524708,2487873,1824970,T30,
471541055,HUNTSVILLE- MADISON-TENN VALLEY ALUMNI CHAPTER OF STILLMAN COLLEGE,,215 BADGER DR,HARVEST,AL,35749-8276,0,3,3,1200,201612,1,16,0,5,1,202212,0,0,2,0,12,0,0,0,B84,TENN VALLEY ALUMNI CHAPTER OF S C
471549937,FIND HOPE HERE PROJECT,% JENNIFER R HAMNER,5032 SMITHFIELD CIR,NORTHPORT,AL,35473-2472,0,3,3,1700,201502,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,J30,
471549993,JESUS IS LORD MINISTRY CHURCH INC,% JOANN MILLER,264 FOX GLEN RD NW,BIRMINGHAM,AL,35215-1728,0,3,3,7000,201803,1,10,0,1,1,,0,0,6,0,12,,,,X21,
471556373,HEART FOR ATHLETES CHARITABLE TRUST,% AMY COCKRELL,24731 CHANTILLY LN,DAPHNE,AL,36526-8729,0,3,3,1280,201410,1,16,0,2,1,202306,0,0,2,0,6,0,0,0,H43,
471558259,FRIENDS OF THE DADEVILLE PUBLIC LIBRARY,% DADEVILLE PUBLIC LIBRARY,205 WEST STREET,DADEVILLE,AL,36853-0000,0,3,3,2300,202107,1,16,0,1,1,202308,0,0,2,0,8,0,0,0,B70,
471561627,BETHESDA FAMILY & COMMUNITY DEVELOPMENT CENTER INC,% ANTHONY POGUE,201 S 4TH ST,OPELIKA,AL,36801-5009,0,3,3,1000,201808,1,15,0,1,1,202212,4,5,1,0,12,174847,542262,542262,P99,
471566544,ROADS OF HOPE INC,,PO BOX 1032,FAIRHOPE,AL,36533-1032,0,3,3,1000,201505,1,15,0,1,1,202112,4,4,1,0,12,202120,326693,326693,I73,
471567770,NORTH ALABAMA TRAIL RIDERS ASSOCIATION INC,% DOLPHUS KING,105 IRONGATE RD,MADISON,AL,35757-0000,0,7,3,1000,201502,2,0,0,1,1,202212,4,4,1,0,12,315757,450446,450446,N50,
471568301,KIWANIS CLUB OF GADSDEN FOUNDATION INC,% GIL ISBELL,752 CHESTNUT ST,GADSDEN,AL,35901-4147,0,3,3,1000,201408,1,15,0,1,1,202209,4,3,2,0,9,137385,42375,42375,S80,
471570555,UNITED DAUGHTERS OF THE CONFEDERACY,% RITA MOORE,1764 HIGHWAY 84,ELBA,AL,36323-0000,882,3,9,2300,196710,1,16,0,5,1,202308,0,0,2,0,8,0,0,0,,419 TUSKEGEE CHAPTER
471573670,SOUTHERN ALABAMA AHEC,% VANESSA HALL,PO BOX 755,GEORGIANA,AL,36033-0755,0,3,3,1000,201510,1,15,0,1,1,202208,0,0,2,0,8,0,0,0,T30,
471582442,SOUTHERN CHOCTAW SPORTS COMMITTEE INC,% MARSHALL LASSITER,1355 SINGLEY RD,SILAS,AL,36919-6459,0,3,3,2000,201410,1,16,0,1,1,202012,0,0,2,0,12,0,0,0,N99,
471593450,BETA EPSILON SIGMA CHAPTER FOUNDATION OF PHI BETA SIGMA FRAT,,PO BOX 3381,HUNTSVILLE,AL,35810-0381,0,3,3,1200,201409,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,B83,
471596128,GATEWAY EMPOWERMENT INC,,288 DEATSVILLE HWY,MILLBROOK,AL,36054-1652,0,3,3,1270,201805,1,16,0,1,1,202009,0,0,2,0,9,0,0,0,X99,GATEWAY EMPOWERMENT MINISTRIES
471605219,MOBILE DELTA DOGS,% JENNIFER GREENE,3625 SPRINGHILL MEMORIAL DR S,MOBILE,AL,36608-1177,0,3,3,1000,202308,1,4,0,1,1,,0,0,0,1,12,,,,D20,
471615529,DIVINE INTERVENTION,,1310 LEE ROAD 374,VALLEY,AL,36854-6976,0,3,3,1000,201412,1,15,0,5,1,202212,0,0,2,0,12,0,0,0,P20,
471625151,NORTHEAST ALABAMA WORKFORCE DEVELOPMENT COUNCIL REGION 2,% TERESA WALKER,2504 AVALON AVE STE E,MUSCLE SHOALS,AL,35661-3192,0,3,3,1000,201902,1,15,0,1,1,202109,3,4,1,0,9,53939,332653,332653,J20,
471628227,FAITH WORKS HARTFORD,,707 W COMMERCE ST,HARTFORD,AL,36344-2001,0,3,3,7000,201411,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,X20,
471628976,BY GRACE MINISTRIES INCORPORATED,% CATHY AND BRUCE RICHARDSON,112 BURWELL RIDGE TRL,HARVEST,AL,35749-9643,0,3,3,1200,202104,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,P40,
471630675,BROOKS ATHLETIC BOOSTER CLUB,% SAMMY CLEMENTS,PO BOX 655,KILLEN,AL,35645-0655,0,3,3,1200,201505,1,15,0,1,1,202305,4,4,1,0,5,122523,425646,348723,N12,
471633915,CHRIST COMMUNITY CHURCH,,7290 US HIGHWAY 11,SPRINGVILLE,AL,35146-3805,8534,3,9,7000,197404,1,10,0,5,1,,0,0,6,0,12,,,,,
471635344,IGNITING A NATION,,150 OLDE TOWNE RD,VESTAVIA HLS,AL,35216-3718,0,3,3,1000,201502,1,15,0,1,1,202212,3,4,1,0,12,96524,101863,101863,P20,
471643236,MT CANAAN CDC INC,% CAROLYN ROBERTSON,2725 24TH ST SW,BIRMINGHAM,AL,35211-5604,0,3,3,1200,201505,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,L21,
471654051,OPEN HANDS OVERFLOWING HEARTS,% JOSH ANDREWS,PO BOX 43103,BIRMINGHAM,AL,35243-0103,0,3,3,1200,201409,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,G30,
471658764,PTA ALABAMA CONGRESS,% PTA PRESIDENT,17001 HURRICANE BLVD,IRVINGTON,AL,36544-6047,1152,3,9,2000,195109,1,16,59035000,5,1,202306,0,0,2,0,6,0,0,0,B94,ANNA F BOOTH PTA
471670105,URBAN AVENUES,,73 MT LAUREL AVE,BIRMINGHAM,AL,35242-1800,0,3,3,1000,201503,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,P80,
471672357,FREE STATE FOUR PAWS,% JOHNNA FRANKS,1567 COUNTY ROAD 2,DOUBLE SPGS,AL,35553-0000,0,3,3,4000,201412,1,16,0,1,1,202212,3,4,1,0,12,79335,242121,242121,D20,
471678754,REMNANT WORSHIP MINISTRIES,,2257 COBBS FORD RD,PRATTVILLE,AL,36066-7703,7204,3,9,7000,199412,1,15,0,1,1,,1,3,13,0,12,,,,,
471697268,HOMEWOOD ATHLETIC FOUNDATION INC,% ALEX WYATT,P O BOX 59085,BIRMINGHAM,AL,35259-0000,0,3,3,2000,201506,1,15,0,1,1,202212,4,4,1,0,12,138146,135204,103239,N11,
471706104,WARRENTON CEMETERY ASSOCIATION INC,% HAROLD HUGGINS,1116 OBRIG AVE,GUNTERSVILLE,AL,35976-1422,0,13,3,1000,201507,1,0,0,1,1,202212,0,0,2,0,12,0,0,0,Y50,WARRENTON CEMETERY
471721741,ALABAMA STEM EDUCATION INC,% JUANITA GRAHAM,1324 4TH AVE NORTH,BESSEMER,AL,35020-0000,0,3,3,2000,201411,1,15,0,1,1,202212,4,5,1,0,12,238894,849186,849186,B90,
471723123,CROSSWIND MINISTRIES USA INC,,350 DANA RD,WARRIOR,AL,35180-1809,0,3,3,1700,201609,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,X20,
471725589,EMILY S RIBBONS INC,% DARYL TUTTLE,3356 HIGHWAY 157,FALKVILLE,AL,35622-8422,0,3,3,1000,201511,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,P31,
471750950,INSTITUTE FOR MINISTRY,% WILLIAM PETWAY,6501 AIRPORT BLVD APT 171,MOBILE,AL,36608-6743,0,3,3,1270,201506,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,X20,
471757698,BENJONAH FARM LLC,% CHRIS SUTTON,14 2ND AVE E,GRANT,AL,35747-7656,0,3,3,1000,201409,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,P20,CHRISTOPHER S SUTTON SOLE MBR
471760801,ARSENAL PLACE,,PO BOX 593,SELMA,AL,36702-0000,0,3,3,2000,201501,1,15,0,1,1,202212,4,4,1,0,12,485355,114980,114980,J22,
471762261,3 CIRCLE HOPE UNITED APPEAL FUND INC,% RUSSELL CREEL,10274 STATE HIGHWAY 104,FAIRHOPE,AL,36532-4308,0,3,3,1700,201708,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,X12,
471764261,AMVETS,% MR JAMES RICHARD CLIFTON,PO BOX 828,OPP,AL,36467-0828,838,19,9,1000,194502,1,0,0,5,1,202212,0,0,2,0,12,0,0,0,,23 POST
471766052,FRIENDS OF DESOTO STATE PARK INC,% SHEILA PARKER,4907 DESOTO PKWY NE,FORT PAYNE,AL,35967-7949,0,3,3,1000,201508,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,N99,
471768991,MARSHA GUARDIAN ANGELS NON PROFIT ORGANIZATION,,1805 BURNTWOOD DR E,MOBILE,AL,36609-3579,0,3,3,1270,201804,1,16,0,1,1,202112,0,0,2,0,12,0,0,0,P20,MGA NON PROFIT ORGANIZATION
471769316,DISABILITIES LEADERSHIP COALITION OF ALABAMA,% JAMES TUCKER,BOX 870395,TUSCALOOSA,AL,35487-0001,0,3,3,1000,202004,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,P82,
471773779,ALPHA & OMEGA CARE OUTREACH MINISTRIES INC,,204 INVERNESS LNDG,BIRMINGHAM,AL,35242-3801,0,3,3,1000,201410,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,P99,
471789267,BEAU PROJECT PROMOTING BIO-ENERGY AWARENESS AND USE,% BRIAN S KEITH,3324 N WOODRIDGE RD,MOUNTAIN BRK,AL,35223-2823,0,3,3,1000,201410,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,C35,BEAU PROJECT
471789329,LOVING OUR COMMUNITIES INC,,623 S SEMINARY ST,FLORENCE,AL,35630-5618,0,3,3,1200,201503,1,15,0,1,1,202212,1,1,2,0,12,1714,600,600,S20,
471790639,COC FOOD PANTRY,% LASHUNDRA CRAIG,13533 AL HWY 157,MOULTON,AL,35650-0000,0,3,3,1000,201609,1,15,0,5,1,202212,0,0,2,0,12,0,0,0,K31,
471818323,TAKE BACK OUR REPUBLIC INC,% TREVOR POTTER,165 E MAGNOLIA AVE,AUBURN,AL,36830-4782,0,3,3,2000,201412,1,15,0,1,1,202012,4,5,1,0,12,323913,932855,932855,B01,
471818751,HEAVY HEARTS YOUTH MENTORING PROGRA M INC,,557 S LAWRENCE ST,MONTGOMERY,AL,36104-4611,0,3,3,1000,201903,1,16,0,5,1,202208,0,0,2,0,8,0,0,0,O50,
471830775,BIB TUCKER SEW-OP,% LILLIS TAYLOR,7001 CRESTWOOD BLVD SUITE 1202,BIRMINGHAM,AL,35210-0000,0,3,3,1200,201412,1,15,0,1,1,202212,4,4,1,0,12,134300,131129,130679,J22,
471833116,GADSDEN EMPOWERMENT INITIATIVE,% THOMAS WORTHY,801 CREST AVE,GADSDEN,AL,35901-2247,0,3,3,1000,201410,1,15,0,1,1,202210,0,0,2,0,10,0,0,0,L81,
471836992,GULF COAST TENNIS ASSOCIATION,% TOMAS CATAR,682 WHITTINGTON AVE,FAIRHOPE,AL,36532-3737,0,3,3,2000,201503,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,N70,
471838916,LINDA D FOUNDATION,% ANATHALEE SANDLIN,2824 HUNTERWOOD DR SE,DECATUR,AL,35603-5638,0,3,3,1000,201505,1,15,0,1,1,202212,3,1,2,0,12,30883,6010,6010,P46,
471841471,SONS OF CONFEDERATE VETERANS INC,% ROGER HILL,196 FORREST CHAPEL RD,HARTSELLE,AL,35640-0000,5443,3,9,1200,200708,1,15,0,1,1,202307,0,0,2,0,7,0,0,0,W30,WOODALL BRIDGE CAMP 296
471853692,PTA ALABAMA CONGRESS,% PTA PRESIDENT,3006 CORA AVE,BIRMINGHAM,AL,35224-2903,1152,3,9,2000,195109,1,16,59035000,5,1,202306,0,0,2,0,6,0,0,0,,MINOR COMMUNITY PTA
471878687,CENTRAL ALABAMA CPCU SOCIETY CHAPTER,% JENNIFER POLACHEK,7008 N COPPERFIELD CT,MONTGOMERY,AL,36117-3503,0,6,3,2000,201503,2,0,0,1,1,202212,0,0,2,0,12,0,0,0,S40,
471882938,DELTA ANIMAL RESCUE EXTENSION SERVICES,,2391 LOST CREEK RD,CARBON HILL,AL,35549-3607,0,3,3,1000,201505,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,D20,
471893946,ASLAN ROARS INC,,PO BOX 661,SELMA,AL,36702-0000,0,3,3,1700,201609,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,X21,
471894651,ADONAI MI FUERZA CELESTIAL,,178 JOHNSON LAKE DR,CLEVELAND,AL,35049-3932,0,3,3,1000,201508,1,10,0,1,1,,0,0,6,0,12,,,,X22,
471899081,JESUS SAID FEED THE HUNGRY,% GLENN W ANDERSON,825 CASTLEMAINE CT,BIRMINGHAM,AL,35226-5915,0,3,3,1700,201410,1,15,0,5,1,202112,0,0,2,0,12,0,0,0,K30,
471899173,GRASSY MEMORIAL CEMETERY INC,% ROGER SHELTON,2915 HIGHWAY 101,ROGERSVILLE,AL,35652-6049,0,13,3,2000,201501,1,0,0,1,1,202304,0,0,2,0,4,0,0,0,Y50,
471901406,BAMA SOFTBALL WALK-OFF CLUB INC,% GINA S DYKEMAN,PO BOX 2188,TUSCALOOSA,AL,35403-2188,0,3,3,1000,201502,1,15,0,1,1,202209,4,4,1,0,9,100182,142243,142243,N60,
471901587,AUTAUGA FORESTRY AND WILDLIFE STEWARDSHIP COUNCIL,,2226 HIGHWAY 14 WEST,AUTAUGAVILLE,AL,36003-2529,0,3,3,2000,201807,1,16,0,5,1,202212,0,0,2,0,12,0,0,0,C30,
471903439,PHI ETA SIGMA NATIONAL HONOR SOCIETY INC,% ELAINE J POWELL,PO BOX 870261 2203,TUSCALOOSA,AL,35487-0001,6081,3,9,2000,201409,0,16,0,5,1,202206,5,4,3,0,6,975375,233533,233533,B80,GROUP RETURN
471907463,CHAMBER OF COMMERCE OF CLEBURNE COUNTY,,PO BOX 413,HEFLIN,AL,36264-0413,0,6,3,3000,201510,2,0,0,1,1,202012,3,4,1,0,12,67717,132047,73696,S40,
471931282,CHESTNUT CREEK HERITAGE CHAPEL,% DENISE H SCARBROUGH,PO BOX 235,VERBENA,AL,36091-0235,0,3,3,2100,201506,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,A54,
471938704,AMERICAN LURCHER PROJECT INC,% DEBRA S REEP,11675 COUNCIL LN,GULF SHORES,AL,36542-8153,0,3,3,4000,201410,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,D20,
471948151,PTA ALABAMA CONGRESS,% PTA PRESIDENT,5000 PULASKI PIKE NW,HUNTSVILLE,AL,35810-1716,1152,3,9,2000,195109,1,16,59035000,5,1,202306,0,0,2,0,6,0,0,0,,MCNAIR JUNIOR HIGH SCHOOL PTSA
471962482,VULCAN HASH HOUSE HARRIERS,,181 REDWOOD LN,HOOVER,AL,35226-1046,0,7,3,1000,201803,2,0,0,1,1,202212,0,0,2,0,12,0,0,0,N60,
471975102,DALE COUNTY SHERIFF MOUNTED POSSE SEARCH AND RESCUE GROUP,,PO BOX 279,OZARK,AL,36361-0279,0,3,3,1000,201501,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,M23,DALE COUNTY SAR
471975917,CITY CHURCH FELLOWSHIP,,2900 WAVERLY PKWY,OPELIKA,AL,36801-3311,1678,3,9,7000,196408,1,10,1002029,5,1,,0,0,6,0,12,,,,,
471976584,VINCENT F KILBORN III CHARITABLE FOUNDATION,% XAVIER A HARTMANN III,806 N SECTION ST,FAIRHOPE,AL,36532-3311,0,3,3,1000,201503,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,P20,
471977472,PASSION MINISTRY PRAYERANDHOPEORG,% TIMOTHY YOUNG,228 WATERSTONE CT,MONTEVALLO,AL,35115-5711,0,3,3,1000,201502,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,X99,
471978340,FOLEY ROTARY CLUB INC,,PO BOX 577,FOLEY,AL,36536-0577,0,3,3,1000,201507,1,16,0,1,1,202206,4,4,1,0,6,166109,137256,129922,S80,
472000451,MAREB FOUNDATION INC,% MT EAGLE REALTY,6900 HOWELLS FERRY RD,MOBILE,AL,36618-3140,0,3,3,1200,201501,1,15,0,1,1,202012,0,0,2,0,12,0,0,0,L80,
472003227,WHOLE ME,,PO BOX 8447,HUNTSVILLE,AL,35808-0402,0,3,3,1000,201804,1,15,0,1,1,202112,0,0,2,0,12,0,0,0,P20,
472003370,METAGEM INSTITUTE,,153 HOLBROOK DR,HUNTSVILLE,AL,35806-4084,0,3,3,1270,201411,1,16,0,1,1,202112,0,0,2,0,12,0,0,0,X21,
472005620,OXFORD WORSHIP CENTER CLGI INC,% PASTOR CHRISTOPHER M EVANS,26 VICTORIA PL,OXFORD,AL,36203-8310,4296,3,9,7000,200405,1,10,0,1,1,,0,0,6,0,12,,,,X20,
472015127,REPAIRERS CHURCH INC,,PO BOX 13062,BIRMINGHAM,AL,35202-3062,0,3,3,1000,201503,1,10,0,1,1,,0,0,6,0,12,,,,X20,
472015637,LIFE HOUSE MINISTRIES INC,,PO BOX 308,THOMASVILLE,AL,36784-0308,0,3,3,2000,201501,1,15,0,1,1,202212,3,4,1,0,12,44640,316961,316961,P99,
472032946,VISION WHEEL CHARITABLE FUND INC,% DARLENE MORRISON,3512 B 6TH AVENUE SE,DECATUR,AL,35603-1414,0,3,3,1000,201411,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,P60,
472035114,UNLESS U,% LINDY WILLIAMSON,737 CHESTNUT ST,VESTAVIA HLS,AL,35216-1911,0,3,3,1000,201502,1,16,0,1,1,202206,6,6,1,0,6,3688843,1678777,1626781,P20,
472035466,ROLLING TIGERS BOOSTER CLUB INC,% MICHAEL E REHM,1260 BELLE CHENE DR,MOBILE,AL,36693-0000,0,3,3,1000,201508,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,N01,
472038522,PROJECT OUTREACH GULF COAST,,PO BOX 117,SARALAND,AL,36571-0000,0,3,3,1000,201412,1,15,0,1,1,202306,3,3,1,0,6,55898,96312,74127,P99,
472038930,ALL IN MOUNTAIN BROOK,% DALE WISELY PHD,3179 GREEN VALLEY ROAD 637,BIRMINGHAM,AL,35243-5239,0,3,3,1000,201411,1,16,0,1,1,202205,0,0,2,0,5,0,0,0,O50,
472043378,BEULAH BASS FISHING TEAM,,1969 LEE ROAD 177,OPELIKA,AL,36804-5469,0,3,3,1200,201702,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,B80,
472054506,BRIDGE CROSSER MINISTRIES,% ROBERTA L TAYLOR,4861 RAINBOW DR,RAINBOW CITY,AL,35906-8605,3317,3,9,7000,199112,1,10,0,1,1,,0,0,6,0,12,,,,,
472057311,FAUNSDALE FOUNDATION INC,,PO BOX 222,FAUNSDALE,AL,36738-0222,0,3,3,1000,201411,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,S20,
472060631,RED MOUNTAIN SEARCH DOG ASSOCIATION,% MAUDE POWELL,51770 US 25,VANDIVER,AL,35176-0000,0,3,3,1278,201411,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,M23,
472063469,MUSIC HELPS OF ALABAMA,% SUSAN JOHNSON LAWRENCE,1422 10TH PL S,BIRMINGHAM,AL,35205-4610,0,3,3,1000,201411,1,15,0,1,1,202212,0,0,2,0,12,0,0,0,A68,
472065050,BUILDING ALABAMA REINVESTMENT,% ROBERT DICKERSON,1500 1ST AVE N UNIT 12 STE B106,BIRMINGHAM,AL,35203-1875,0,3,3,1200,201702,1,15,0,1,1,202212,3,3,2,0,12,55958,37500,37500,S30,
472074000,ABUNDANT LIFE CHURCH MINISTRIES,,PO BOX 680481,PRATTVILLE,AL,36068-0481,0,3,3,7000,201607,1,10,0,1,1,,0,0,6,0,12,,,,X20,
472088456,PETE & BO FOREVER INC,,440 W MAIN ST,CENTRE,AL,35960-1312,0,3,3,1000,201506,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,D20,
472089565,MISSIONARY CHURCH INTERNATIONAL INCORPORATED,% GRACE MANCIL,8761 ASHFORD CIR,TUSCALOOSA,AL,35405-8508,8617,3,9,7000,199112,1,10,1029000,1,1,202212,4,4,6,0,12,225218,256376,256162,,HOPE REMEMBERED
472090807,MIRACLE LEAGUE AT PLEASURE ISLAND INC,% GULF SHORES LIONS CLUB,1545 GULF SHORES PARKWAY STE 159,GULF SHORES,AL,36542-3435,0,3,3,1000,201506,1,15,0,1,1,202212,4,4,1,0,12,234532,197198,197198,N32,
472094596,JACKSON COUNTY HOMELESS MINISTRIES,% DON W CROFT,611 E LAUREL ST,SCOTTSBORO,AL,35768-2043,0,3,3,1000,201411,1,16,0,1,1,202112,0,0,2,0,12,0,0,0,L41,
472096958,SHERARD SHAW JR FOUNDATION,,3179 GREEN VALLEY RD STE 509,VESTAVIA,AL,35243-5239,0,3,3,1000,201506,1,15,0,1,1,202112,0,0,2,0,12,0,0,0,H30,
472097011,HELPING OPEN PEOPLES EYES LLC,,1119 VETERANS DR,FLORENCE,AL,35630-4951,0,3,3,1000,202003,1,15,0,1,1,202212,1,2,2,0,12,23,16392,16392,N99,
472099437,ARK TO THE NATIONS,,205 GLEN GARRIFF DR,MADISON,AL,35757-7651,0,3,3,1000,201506,1,16,0,1,1,202212,0,0,2,0,12,0,0,0,P30,
